Id,1stFlrSF,2ndFlrSF,3SsnPorch,Alley_Missing,Alley_Pave,BedroomAbvGr,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Missing,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Missing,BsmtFinType2_Rec,BsmtFinType2_Unf,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir_Y,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,EnclosedPorch,ExterCond,ExterQual,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Fence_GdWo,Fence_Missing,Fence_MnPrv,Fence_MnWw,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_Missing,FireplaceQu_Po,FireplaceQu_TA,Fireplaces,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,FullBath,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageArea,GarageCars,GarageCond,GarageFinish_Missing,GarageFinish_RFn,GarageFinish_Unf,GarageQual,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_Missing,GrLivArea,HalfBath,HeatingQC,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,KitchenAbvGr,KitchenQual,LandContour_HLS,LandContour_Low,LandContour_Lvl,LandSlope_Mod,LandSlope_Sev,LotArea,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LotFrontage,LotShape_IR2,LotShape_IR3,LotShape_Reg,LowQualFinSF,MSSubClass,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrArea,MasVnrType_BrkFace,MasVnrType_Missing,MasVnrType_None,MasVnrType_Stone,MiscFeature_Missing,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MiscVal,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,OpenPorchSF,OverallCond,OverallQual,PavedDrive_P,PavedDrive_Y,PoolArea,PoolQC_Fa,PoolQC_Gd,PoolQC_Missing,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,ScreenPorch,Street_Pave,TotRmsAbvGrd,TotalBsmtSF,Utilities_NoSeWa,WoodDeckSF,n_temp_houseAge,n_temp_lastRemodelled
788,956,1128,0,1,0,4,0,0,0,0,0.0,0.0,656,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,300,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,618,2,0.0,0,1,0,0.0,0,0,1,0,0,0,2084,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,1,0,0,10142,0,0,0,1,76.0,0,0,0,0,60,0,0,1,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45,5,7,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,233000,0,0,0,0,0,0,0,1,0,1,8,956,0,0,6,6
789,901,0,0,1,0,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,901,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,281,1,0.0,0,0,1,0.0,0,0,0,0,1,0,901,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0,0,6000,0,0,0,0,50.0,0,0,1,0,20,0,0,0,1,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,4,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,107900,0,0,0,0,0,0,0,1,0,1,4,901,0,0,54,8
790,976,1111,0,1,0,5,0,0,0,0,0.0,0.0,568,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,264,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,444,2,0.0,0,0,0,0.0,1,0,0,0,0,0,2087,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,1,0,0,0,12205,0,0,0,1,0.0,0,0,0,0,60,0,0,1,0,157.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,8,6,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,187500,0,0,0,0,0,0,0,1,0,1,9,832,0,133,41,0
791,1145,0,0,1,0,2,0,0,0,1,0.0,0.0,16,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1129,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,397,2,0.0,0,0,0,0.0,1,0,0,0,0,0,1145,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0,0,3182,0,0,0,1,43.0,0,0,1,0,120,0,0,1,0,11.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,7,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,160200,0,0,0,0,0,0,0,1,0,1,5,1145,0,100,4,3
792,1062,0,0,1,0,3,0,0,0,0,0.0,0.0,539,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,490,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1,539,2,0.0,0,1,0,0.0,1,0,0,0,0,0,1062,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0,0,1,0,0,11333,0,0,0,0,0.0,0,0,0,0,80,0,0,1,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,146800,0,0,0,0,0,0,0,1,0,1,5,1029,0,120,31,31
793,1127,886,0,1,0,3,0,0,0,0,0.0,0.0,862,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,255,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,1,455,2,0.0,0,0,1,0.0,1,0,0,0,0,0,2013,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,1,0,0,9920,1,0,0,0,92.0,0,0,0,0,60,0,0,1,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,130,5,7,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,269790,0,0,0,0,0,0,0,1,0,1,8,1117,0,180,11,10
794,1496,0,0,1,0,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,1496,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,474,2,0.0,0,0,0,0.0,1,0,0,0,0,0,1496,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0,0,9158,0,0,0,1,76.0,0,0,1,0,20,0,0,1,0,140.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,130,5,8,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,225000,0,0,0,0,0,1,0,0,0,1,7,1496,0,168,0,0
795,1086,809,0,1,0,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,712,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,1,409,2,0.0,0,0,0,0.0,1,0,0,0,0,0,1895,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,1,0,0,10832,0,0,0,0,0.0,0,0,0,0,60,0,0,1,0,0.0,0,0,1,0,0,0,1,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,5,7,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,194500,0,0,0,0,0,0,0,1,0,1,7,712,0,143,14,12
796,888,676,0,1,0,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,650,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,1,476,2,0.0,0,0,1,0.0,1,0,0,0,0,0,1564,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,1,0,0,8400,0,0,0,1,70.0,0,0,1,0,60,0,0,1,0,130.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,6,6,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,171000,0,0,0,0,0,0,0,1,204,1,7,650,0,0,30,29
797,1285,0,0,1,0,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,660,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,528,2,0.0,0,1,0,0.0,1,0,0,0,0,0,1285,1,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0,0,8197,0,0,0,1,71.0,0,0,1,0,20,0,0,1,0,148.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,6,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,143500,0,0,0,0,0,0,0,1,0,1,7,660,0,138,30,30
798,773,0,0,1,0,2,0,0,0,0,0.0,0.0,570,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,203,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,240,1,0.0,0,0,1,0.0,1,0,0,0,0,0,773,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0,0,7677,0,0,0,1,57.0,0,0,1,0,20,0,0,1,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,110000,0,0,0,0,0,0,0,1,0,1,4,773,0,0,55,55
799,1966,1174,0,1,0,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,1926,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,1,820,3,0.0,0,0,0,0.0,0,0,1,0,0,0,3140,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,1,0,0,13518,0,0,0,1,104.0,0,0,1,0,60,0,0,1,0,860.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78,5,9,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,485000,0,0,0,0,0,1,0,0,0,1,11,1926,0,144,1,0
800,981,787,0,1,0,3,0,0,0,0,0.0,0.0,569,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,162,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,264,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,240,1,0.0,0,0,1,0.0,0,0,0,0,1,0,1768,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0,0,7200,0,0,0,0,60.0,0,0,1,0,50,0,0,1,0,252.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,175000,0,0,0,0,0,0,0,1,0,1,7,731,0,0,70,57
801,616,1072,0,1,0,4,0,0,0,0,0.0,0.0,462,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,154,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,185,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,603,2,0.0,0,1,0,0.0,1,0,0,0,0,0,1688,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1,0,0,1,0,12798,0,0,0,1,79.0,0,0,0,0,60,0,0,1,0,0.0,0,0,1,0,0,0,1,0,400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,5,6,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,200000,0,0,0,0,0,0,0,1,0,1,8,616,0,403,11,11
802,1196,0,0,1,0,2,0,0,0,0,0.0,0.0,197,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.0,999,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,440,2,0.0,0,0,1,0.0,0,0,0,0,1,0,1196,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0,0,4800,0,0,0,1,40.0,0,0,1,0,30,0,0,0,1,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,109900,0,0,0,0,0,0,0,1,0,1,5,1196,0,0,91,17
803,728,728,0,1,0,3,0,0,0,0,0.0,0.0,648,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,80,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,410,2,0.0,0,0,0,0.0,1,0,0,0,0,0,1456,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,1,0,0,8199,0,0,0,1,63.0,0,0,1,0,60,0,0,1,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,7,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,189000,0,0,0,0,0,0,0,1,0,1,7,728,0,36,3,3
804,1734,1088,0,1,0,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,1734,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,1,1020,3,0.0,0,1,0,0.0,0,0,1,0,0,0,2822,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,1,0,0,13891,0,0,0,1,107.0,0,0,1,0,60,0,0,1,0,424.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,170,5,9,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,582933,0,0,0,0,0,1,0,0,192,1,12,1734,0,52,1,0
805,1128,0,0,1,0,2,0,0,0,0,0.0,0.0,812,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,124,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,286,1,0.0,0,0,1,0.0,1,0,0,0,0,0,1128,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0,0,9000,0,0,0,1,75.0,0,0,1,0,20,0,0,1,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,118000,0,0,0,0,0,0,0,1,0,1,5,936,0,0,52,52
806,1428,0,0,1,0,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,1417,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,554,2,0.0,0,1,0,0.0,1,0,0,0,0,0,1428,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0,0,12274,0,1,0,0,91.0,0,0,0,0,20,0,0,1,0,256.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,5,7,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,227680,0,0,0,0,0,1,0,0,0,1,6,1417,0,0,0,0
807,980,0,0,1,0,3,0,0,0,0,0.0,0.0,400,480,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,100,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,384,1,0.0,0,0,0,0.0,1,0,0,0,0,0,980,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0,0,1,0,0,9750,0,0,0,1,75.0,0,0,1,0,80,0,0,1,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,135500,0,0,0,0,0,0,0,1,0,1,6,980,0,68,39,39
808,1072,504,0,1,0,3,0,0,0,0,0.0,0.0,1309,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0.0,15,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,528,2,0.0,0,1,0,0.0,1,0,0,0,0,0,1576,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,1,0,0,21384,0,0,0,1,144.0,0,0,1,0,70,0,0,1,0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,6,5,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,223500,0,0,0,0,0,0,0,1,0,1,6,1324,0,0,86,5
809,1086,0,0,1,0,3,0,0,0,0,0.0,0.0,516,128,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,380,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,484,2,0.0,0,1,0,0.0,1,0,0,0,0,0,1086,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0,0,1,0,0,13400,0,0,0,1,85.0,0,0,1,0,80,0,0,1,0,1047.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,159950,0,0,0,0,0,0,0,1,0,1,6,1024,0,0,40,40
810,1075,1063,0,1,0,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,849,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,360,2,0.0,0,0,1,0.0,0,0,0,0,1,0,2138,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,3,0.0,0,0,1,0,0,8100,0,0,0,0,90.0,0,0,1,0,75,0,0,0,1,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,156,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,106000,0,0,0,0,0,0,0,1,0,1,11,849,0,40,111,44
